Subject_iri	Subject_label	Predicate_iri	Predicate_label	Expression	Object_iri	Object_label
ICF:58064740	Muscles of trunk	PROMOT:2000008	has disposition	some	HP:0009023	Abdominal wall muscle weakness
ICF:178625206	Thoracic cage	PROMOT:2000008	has disposition	some	HP:0001547	Abnormal rib cage morphology 
ICF:723417607	Structure of trunk	PROMOT:2000008	has disposition	some	HP:0001547	Abnormal rib cage morphology 
ICF:902262669	Extra-articular ligaments, fasciae, extramuscular aponeuroses, retinacula, septa, bursae, unspecified	PROMOT:2000008	has disposition	some	HP:0001547	Abnormal rib cage morphology 
ICF:405925948	External ocular muscles	PROMOT:2000008	has disposition	some	HP:0000496	Abnormality of eye movement
ICF:1278239861	Muscles of ankle and foot	PROMOT:2000008	has disposition	some	HP:0031374	Ankle weakness
ICF:495844982	Muscles of respiration	PROMOT:2000008	has disposition	some	HP:0002104	Apnea
ICF:870135798	Lungs	PROMOT:2000008	has disposition	some	HP:0002104	Apnea
ICF:495844982	Muscles of respiration	PROMOT:2000008	has disposition	some	HP:0005949	Apneic episodes in infancy
ICF:870135798	Lungs	PROMOT:2000008	has disposition	some	HP:0005949	Apneic episodes in infancy
ICF:462923277	Joints	PROMOT:2000008	has disposition	some	HP:0002804	Arthrogryposis multiplex congenita
ICF:1401748164	Hip joint	PROMOT:2000008	has disposition	some	HP:0001374	Congenital hip dislocation
ICF:2067741200	Testes and scrotum	PROMOT:2000008	has disposition	some	HP:0000028	Cryptorchidism
ICF:178625206	Thoracic cage	PROMOT:2000008	has disposition	some	HP:0000886	Deformed rib cage 
ICF:723417607	Structure of trunk	PROMOT:2000008	has disposition	some	HP:0000886	Deformed rib cage 
ICF:902262669	Extra-articular ligaments, fasciae, extramuscular aponeuroses, retinacula, septa, bursae, unspecified	PROMOT:2000008	has disposition	some	HP:0000886	Deformed rib cage 
ICF:405925948	External ocular muscles	PROMOT:2000008	has disposition	some	HP:0000651	Diplopia
ICF:1278239861	Muscles of ankle and foot	PROMOT:2000008	has disposition	some	HP:0009053	Distal lower limb muscle weakness
ICF:338611549	Muscles of lower leg	PROMOT:2000008	has disposition	some	HP:0009053	Distal lower limb muscle weakness
ICF:1233939003	Muscles of hand	PROMOT:2000008	has disposition	some	HP:0008959	Distal upper limb muscle weakness
ICF:294830867	Muscles of forearm	PROMOT:2000008	has disposition	some	HP:0008959	Distal upper limb muscle weakness
ICF:1874889854	Muscles of head and neck region	PROMOT:2000008	has disposition	some	HP:0002015	Dysphagia
ICF:495844982	Muscles of respiration	PROMOT:2000008	has disposition	some	HP:0002094	Dyspnea
ICF:870135798	Lungs	PROMOT:2000008	has disposition	some	HP:0002094	Dyspnea
ICF:495844982	Muscles of respiration	PROMOT:2000008	has disposition	some	HP:0004885	Episodic respiratory distress
ICF:870135798	Lungs	PROMOT:2000008	has disposition	some	HP:0004885	Episodic respiratory distress
ICF:405925948	External ocular muscles	PROMOT:2000008	has disposition	some	HP:0000544	External ophthalmoplegia
ICF:1874889854	Muscles of head and neck region	PROMOT:2000008	has disposition	some	HP:0030193	Fatigable weakness of chewing muscles
ICF:1233939003	Muscles of hand	PROMOT:2000008	has disposition	some	HP:0031177	Finger flexor weakness
ICF:1233939003	Muscles of hand	PROMOT:2000008	has disposition	some	HP:0003392	First dorsal interossei muscle weakness
ICF:1278239861	Muscles of ankle and foot	PROMOT:2000008	has disposition	some	HP:0009027	Foot dorsiflexor weakness
ICF:644658903	Structures related to movement	PROMOT:2000008	has disposition	some	HP:0002141	Gait imbalance
ICF:68679181	Vestibular labyrinth	PROMOT:2000008	has disposition	some	HP:0002141	Gait imbalance
ICF:1233939003	Muscles of hand	PROMOT:2000008	has disposition	some	HP:0030237	Hand muscle weakness
ICF:374222990	Structure of palate	PROMOT:2000008	has disposition	some	HP:0000218	High palate
ICF:374222990	Structure of palate	PROMOT:2000008	has disposition	some	HP:0002705	High, narrow palate
ICF:1794398084	Muscles of thigh	PROMOT:2000008	has disposition	some	HP:0033416	Hip adductor weakness
ICF:1794398084	Muscles of thigh	PROMOT:2000008	has disposition	some	HP:0012515	Hip flexor weakness
ICF:1747603619	Lumbar vertebral column	PROMOT:2000008	has disposition	some	HP:0003307	Hyperlordosis
ICF:1182439715	Cervical vertebral column	PROMOT:2000008	has disposition	some	HP:0003307	Hyperlordosis
ICF:1874889854	Muscles of head and neck region	PROMOT:2000008	has disposition	some	HP:0005216	Impaired mastication
