Subject_iri	Subject_label	Predicate_iri	Predicate_label	Expression	Object_iri	Object_label
PROMOT:0100005	Assessment of expiratory and cough peak flows using an expiratory flowmeter	PROMOT:2000002	assesses	some	ICF:1083127119	Functions of coughing
PROMOT:0100005	Assessment of expiratory and cough peak flows using an expiratory flowmeter	PROMOT:2000002	assesses	some	ICF:1360101629	Respiratory muscle functions
PROMOT:0100005	Assessment of expiratory and cough peak flows using an expiratory flowmeter	PROMOT:2000002	assesses	some	ICF:1470583183	Functions of breathing through the mouth
PROMOT:0100005	Assessment of expiratory and cough peak flows using an expiratory flowmeter	PROMOT:2000002	assesses	some	ICF:446199613	Respiration functions
PROMOT:0100005	Assessment of expiratory and cough peak flows using an expiratory flowmeter	PROMOT:2000002	assesses	some	ICF:744367503	Functions of the respiratory system
