Subject iri	Subject label	Predicate iri	Predicate label	Expression	Object iri	Object label
PROMOT:0000029	statement about a patient	RO:0002351	has member	some	http://snomed.info/id/186034007	Ethnicity / related nationality data (observable entity)
PROMOT:0000029	statement about a patient	RO:0002351	has member	some	http://snomed.info/id/184104002	Patient occupation
PROMOT:0000029	statement about a patient	RO:0002351	has member	some	http://snomed.info/id/224288002	Duration of formal education
PROMOT:0000029	statement about a patient	RO:0002351	has member	some	http://snomed.info/id/125680007	Marital status (observable entity)
PROMOT:0000029	statement about a patient	RO:0002351	has member	some	SNOMED:224118004	NB of offspring (observable entity)
PROMOT:0000029	statement about a patient	RO:0002351	has member	some	PROMOT:0000077	Nb of pregnancies
PROMOT:0000029	statement about a patient	RO:0002351	has member	some	PROMOT:0000078	Patient at risk of fall
PROMOT:0000030	statement about a phenotype	RO:0002351	has member	some	HP:0000118	Phenotypic abnormality
PROMOT:0000030	statement about a phenotype	RO:0002351	has member	some	http://snomed.info/id/298059007	date of onset
PROMOT:0000030	statement about a phenotype	RO:0002351	has member	some	PROMOT:0000037	Year of onset
PROMOT:0000030	statement about a phenotype	RO:0002351	has member	some	PROMOT:0000035	date of assessment
PROMOT:0000030	statement about a phenotype	RO:0002351	has member	some	PROMOT:0000036	date of resolution
PROMOT:0000030	statement about a phenotype	RO:0002351	has member	some	ECO:0006151	Documented statement evidence
PROMOT:0000030	statement about a phenotype	RO:0002351	has member	some	PROMOT:0000107	Year of assessment
PROMOT:0000030	statement about a phenotype	RO:0002351	has member	some	PROMOT:0000108	Year of resolution
PROMOT:0000031	statement about a procedure	RO:0002351	has member	some	http://snomed.info/id/128927009	Procedure by method
PROMOT:0000031	statement about a procedure	RO:0002351	has member	some	http://snomed.info/id/439272007	Date of procedure
PROMOT:0000031	statement about a procedure	RO:0002351	has member	some	PROMOT:0000033	result of procedure
PROMOT:0000032	statement about a consent	RO:0002351	has member	some	PROMOT:0000097	Agreement to be contacted for research purpose
PROMOT:0000032	statement about a consent	RO:0002351	has member	some	PROMOT:0000098	Consent to reuse the data
PROMOT:0000032	statement about a consent	RO:0002351	has member	some	PROMOT:0000089	Consent status
PROMOT:0000032	statement about a consent	RO:0002351	has member	some	PROMOT:0000096	Date of consent
HP:0000467	Neck muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0030319	Weakness of facial musculature	PROMOT:1000001	found in			OPMD Scoping review
HP:0007715	Weak extraocular muscles	PROMOT:1000001	found in			OPMD Scoping review
HP:0000597	Ophthalmoparesis	PROMOT:1000001	found in			OPMD Scoping review
HP:0004878	Intercostal muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0009023	Abdominal wall muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0003327	Axial muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0003722	Neck flexor weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0002141	Gait imbalance	PROMOT:1000001	found in			OPMD Scoping review
HP:0002172	Postural instability	PROMOT:1000001	found in			OPMD Scoping review
HP:0002317	Unsteady gait	PROMOT:1000001	found in			OPMD Scoping review
HP:0003551	Difficulty climbing stairs	PROMOT:1000001	found in			OPMD Scoping review
HP:0033235	Difficulty descending stairs	PROMOT:1000001	found in			OPMD Scoping review
HP:0008994	Proximal muscle weakness in lower limbs	PROMOT:1000001	found in			OPMD Scoping review
HP:0003749	Pelvic girdle muscle weakness / Hip girdle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0003731	Quadriceps muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0033416	Hip adductor weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0012515	Hip flexor weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0008997	Proximal muscle weakness in upper limbs	PROMOT:1000001	found in			OPMD Scoping review
HP:0003547	Shoulder girdle muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0031108	Triceps weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0009053	Distal lower limb muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0009027	Foot dorsiflexor weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0011727	Peroneal muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0008963	Tibialis muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0031374	Ankle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0008959	Distal upper limb muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0030237	Hand muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0009077	Weakness of long finger extensor muscles	PROMOT:1000001	found in			OPMD Scoping review
HP:0009005	Weakness of the intrinsic hand muscles	PROMOT:1000001	found in			OPMD Scoping review
HP:0031177	Finger flexor weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0003392	First dorsal interossei muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0003427	Thenar muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0003701	Proximal muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0002460	Distal muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0007340	Lower limb muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0003484	Upper limb muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0003325	Limb-girdle muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0003690	Limb muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0009063	Progressive distal muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0009073	Progressive proximal muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0001324	Muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0003323	Progressive muscle weakness	PROMOT:1000001	found in			OPMD Scoping review
HP:0005216	Impaired mastication	PROMOT:1000001	found in			OPMD Article
HP:0030842	Choking episodes	PROMOT:1000001	found in			OPMD Article
HP:0031146	Impaired oral bolus formation	PROMOT:1000001	found in			OPMD Article
HP:0031162	Impaired oropharyngeal swallow response	PROMOT:1000001	found in			OPMD Article
HP:0032043	Odynophagia	PROMOT:1000001	found in			OPMD Article
HP:0002015	Dysphagia	PROMOT:1000001	found in			OPMD Article
HP:0002068	Neuromuscular dysphagia	PROMOT:1000001	found in			OPMD Article
HP:0200136	Oral-pharyngeal dysphagia	PROMOT:1000001	found in			OPMD Article
HP:0002141	Gait imbalance	PROMOT:1000001	found in			OPMD Survey
HP:0002172	Postural instability	PROMOT:1000001	found in			OPMD Survey
HP:0002317	Unsteady gait	PROMOT:1000001	found in			OPMD Survey
HP:0002098	Respiratory distress	PROMOT:1000001	found in			OPMD Survey
HP:0002094	Dyspnea	PROMOT:1000001	found in			OPMD Survey
HP:0002747	Respiratory insufficiency due to muscle weakness	PROMOT:1000001	found in			OPMD Survey
HP:0002093	Respiratory insufficiency	PROMOT:1000001	found in			OPMD Survey
HP:0004347	Weakness of muscles of respiration	PROMOT:1000001	found in			OPMD Survey
HP:0032341	Reduced forced vital capacity	PROMOT:1000001	found in			OPMD Survey
HP:0001288	Gait disturbance	PROMOT:1000001	found in			OPMD Survey
HP:0000651	Diplopia	PROMOT:1000001	found in			OPMD Survey
HP:0002015	Dysphagia	PROMOT:1000001	found in			OPMD Survey
HP:0002068	Neuromuscular dysphagia	PROMOT:1000001	found in			OPMD Survey
HP:0200136	Oral-pharyngeal dysphagia	PROMOT:1000001	found in			OPMD Survey
HP:0001618	Dysphonia	PROMOT:1000001	found in			OPMD Survey
HP:0001609	Hoarse voice	PROMOT:1000001	found in			OPMD Survey
HP:0033695	Occupational disability	PROMOT:1000001	found in			OPMD Survey
HP:0030319	Weakness of facial musculature	PROMOT:1000001	found in			OPMD Survey
HP:0012378	Fatigue	PROMOT:1000001	found in			OPMD Survey
HP:0031058	Impairment of activities of daily living	PROMOT:1000001	found in			OPMD Survey
HP:0007340	Lower limb muscle weakness	PROMOT:1000001	found in			OPMD Survey
HP:0008994	Proximal muscle weakness in lower limbs	PROMOT:1000001	found in			OPMD Survey
HP:0003749	Pelvic girdle muscle weakness / Hip girdle weakness	PROMOT:1000001	found in			OPMD Survey
HP:0003731	Quadriceps muscle weakness	PROMOT:1000001	found in			OPMD Survey
HP:0033416	Hip adductor weakness	PROMOT:1000001	found in			OPMD Survey
HP:0012515	Hip flexor weakness	PROMOT:1000001	found in			OPMD Survey
HP:0009053	Distal lower limb muscle weakness	PROMOT:1000001	found in			OPMD Survey
HP:0009027	Foot dorsiflexor weakness	PROMOT:1000001	found in			OPMD Survey
HP:0011727	Peroneal muscle weakness	PROMOT:1000001	found in			OPMD Survey
HP:0008963	Tibialis muscle weakness	PROMOT:1000001	found in			OPMD Survey
HP:0031374	Ankle weakness	PROMOT:1000001	found in			OPMD Survey
HP:0000602	Ophthalmoplegia	PROMOT:1000001	found in			OPMD Survey
HP:0000544	External ophthalmoplegia	PROMOT:1000001	found in			OPMD Survey
HP:0000597	Ophthalmoparesis	PROMOT:1000001	found in			OPMD Survey
HP:0012531	Pain	PROMOT:1000001	found in			OPMD Survey
HP:0033667	Diminished mental health	PROMOT:1000001	found in			OPMD Survey
HP:0000508	Ptosis	PROMOT:1000001	found in			OPMD Survey
HP:0000183	Tongue muscle weakness	PROMOT:1000001	found in			OPMD Survey
HP:0008959	Distal upper limb muscle weakness	PROMOT:1000001	found in			OPMD Survey
HP:0030237	Hand muscle weakness	PROMOT:1000001	found in			OPMD Survey
HP:0009077	Weakness of long finger extensor muscles	PROMOT:1000001	found in			OPMD Survey
HP:0009005	Weakness of the intrinsic hand muscles	PROMOT:1000001	found in			OPMD Survey
HP:0031177	Finger flexor weakness	PROMOT:1000001	found in			OPMD Survey
HP:0003392	First dorsal interossei muscle weakness	PROMOT:1000001	found in			OPMD Survey
HP:0003427	Thenar muscle weakness	PROMOT:1000001	found in			OPMD Survey
HP:0008997	Proximal muscle weakness in upper limbs	PROMOT:1000001	found in			OPMD Survey
HP:0003547	Shoulder girdle muscle weakness	PROMOT:1000001	found in			OPMD Survey
HP:0031108	Triceps weakness	PROMOT:1000001	found in			OPMD Survey
HP:0003484	Upper limb muscle weakness	PROMOT:1000001	found in			OPMD Survey
HP:6001011	Wet voice	PROMOT:1000001	found in			OPMD Survey
HP:0002460	Distal muscle weakness	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0003701	Proximal muscle weakness	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0001288	Gait disturbance	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0000006	Autosomal dominant inheritance	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0003327	Axial muscle weakness	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0003325	Limb-girdle muscle weakness	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0002015	Dysphagia	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0003584	Late onset	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0011968	Feeding difficulties	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0003690	Limb muscle weakness	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0003676	Progressive	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0000602	Ophthalmoplegia	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0003236	Elevated circulating creatine kinase concentration	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0007838	Progressive ptosis	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0012378	Fatigue	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0001618	Dysphonia	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0030319	Weakness of facial musculature	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0012473	Tongue atrophy	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0000467	Neck muscle weakness	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0000508	Ptosis	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0012531	Pain	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0001611	Hypernasal speech	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0001260	Dysarthria	PROMOT:1000001	found in			OPMD HPO KB associations
HP:0000508	Ptosis	PROMOT:1000001	found in			OPMD Patient form
HP:0001288	Gait disturbance	PROMOT:1000001	found in			OPMD Patient form
HP:0002015	Dysphagia	PROMOT:1000001	found in			OPMD Patient form
HP:0002141	Démarche déséquilibrée	PROMOT:1000001	found in			OPMD Patient form
HP:0002172	Postural instability	PROMOT:1000001	found in			OPMD Patient form
HP:0002317	Unsteady gait	PROMOT:1000001	found in			OPMD Patient form
HP:0003427	Thenar muscle weakness	PROMOT:1000001	found in			OPMD Patient form
HP:0003547	Shoulder girdle muscle weakness	PROMOT:1000001	found in			OPMD Patient form
HP:0003551	Difficulté à monter les escaliers	PROMOT:1000001	found in			OPMD Patient form
HP:0003749	Pelvic girdle muscle weakness	PROMOT:1000001	found in			OPMD Patient form
HP:0008959	Distal upper limb muscle weakness	PROMOT:1000001	found in			OPMD Patient form
HP:0008988	Pelvic girdle muscle atrophy	PROMOT:1000001	found in			OPMD Patient form
HP:0008997	Proximal muscle weakness in upper limbs	PROMOT:1000001	found in			OPMD Patient form
HP:0009027	Foot dorsiflexor weakness	PROMOT:1000001	found in			OPMD Patient form
HP:0011968	Feeding difficulties	PROMOT:1000001	found in			OPMD Patient form
HP:0012378	Fatigue	PROMOT:1000001	found in			OPMD Patient form
HP:0012515	Faiblesse des muscles fléchisseurs de la hanche	PROMOT:1000001	found in			OPMD Patient form
HP:0012531	Douleur	PROMOT:1000001	found in			OPMD Patient form
HP:0012735	Cough 	PROMOT:1000001	found in			OPMD Patient form
HP:0030237	Hand muscle weakness	PROMOT:1000001	found in			OPMD Patient form
HP:0033235	Difficulty descending stairs	PROMOT:1000001	found in			OPMD Patient form
HP:0033416	Hip adductor weakness	PROMOT:1000001	found in			OPMD Patient form
HP:0033466	Weak grip	PROMOT:1000001	found in			OPMD Patient form
HP:0000007	Autosomal recessive inheritance	PROMOT:1000001	found in			OPMD Medical expert
HP:0003458	EMG: myopathic abnormalities	PROMOT:1000001	found in			OPMD Medical expert
HP:0012497	Reduced maximal expiratory pressure	PROMOT:1000001	found in			OPMD Medical expert
HP:0002828	Multiple joint contractures	PROMOT:1000001	found in			CMS Scoping review
HP:0002483	Bulbar signs	PROMOT:1000001	found in			CMS Scoping review
HP:0005216	Impaired mastication	PROMOT:1000001	found in			CMS Scoping review
HP:0030193	Fatigable weakness of chewing muscles	PROMOT:1000001	found in			CMS Scoping review
HP:0001270	Motor delay	PROMOT:1000001	found in			CMS Scoping review
HP:0031936	Delayed ability to walk 	PROMOT:1000001	found in			CMS Scoping review
HP:0033580	Compound motor action potential abnormality	PROMOT:1000001	found in			CMS Scoping review
PROMOT:0000106	Double compound motor action potential abnormality	PROMOT:1000001	found in			CMS Scoping review
HP:0002015	Dysphagia	PROMOT:1000001	found in			CMS Scoping review
HP:0002068	Neuromuscular dysphagia	PROMOT:1000001	found in			CMS Scoping review
HP:0200136	Oral-pharyngeal dysphagia	PROMOT:1000001	found in			CMS Scoping review
HP:0001618	Dysphonia	PROMOT:1000001	found in			CMS Scoping review
HP:0001609	Hoarse voice	PROMOT:1000001	found in			CMS Scoping review
HP:0030000	EMG: repetitive nerve stimulation abnormality	PROMOT:1000001	found in			CMS Scoping review
HP:0003398	Abnormal synaptic transmission at the neuromuscular junction 	PROMOT:1000001	found in			CMS Scoping review
HP:0003458	EMG: myopathic abnormalities	PROMOT:1000001	found in			CMS Scoping review
HP:0003445	EMG: neuropathic changes	PROMOT:1000001	found in			CMS Scoping review
HP:0003403	EMG: decremental response of compound muscle action potential to repetitive nerve stimulation  	PROMOT:1000001	found in			CMS Scoping review
HP:0011968	Feeding difficulties	PROMOT:1000001	found in			CMS Scoping review
HP:0008872	Feeding difficulties in infancy	PROMOT:1000001	found in			CMS Scoping review
HP:0002033	Poor suck	PROMOT:1000001	found in			CMS Scoping review
HP:0031914	Fluctuating	PROMOT:1000001	found in			CMS Scoping review
HP:0003323	Progressive muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0001288	Gait disturbance	PROMOT:1000001	found in			CMS Scoping review
HP:0002515	Waddling gait	PROMOT:1000001	found in			CMS Scoping review
HP:0002359	Frequent falls	PROMOT:1000001	found in			CMS Scoping review
HP:0002540	Inability to walk	PROMOT:1000001	found in			CMS Scoping review
HP:0009046	Difficulty running	PROMOT:1000001	found in			CMS Scoping review
HP:0002505	Loss of ambulation	PROMOT:1000001	found in			CMS Scoping review
HP:0003473	Fatigable weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0030196	Fatigable weakness of respiratory muscles 	PROMOT:1000001	found in			CMS Scoping review
HP:0030198	Fatigable weakness of distal limb muscles	PROMOT:1000001	found in			CMS Scoping review
HP:0030199	Fatigable weakness of neck muscles 	PROMOT:1000001	found in			CMS Scoping review
HP:0030200	Fatiguable weakness of proximal limb muscles 	PROMOT:1000001	found in			CMS Scoping review
HP:0030192	Fatigable weakness of bulbar muscles 	PROMOT:1000001	found in			CMS Scoping review
HP:0030194	Fatigable weakness of speech muscles 	PROMOT:1000001	found in			CMS Scoping review
HP:0030195	Fatigable weakness of swallowing muscles 	PROMOT:1000001	found in			CMS Scoping review
HP:0030197	Fatigable weakness of skeletal muscles	PROMOT:1000001	found in			CMS Scoping review
HP:0003391	Gowers sign	PROMOT:1000001	found in			CMS Scoping review
HP:0003307	Hyperlordosis	PROMOT:1000001	found in			CMS Scoping review
HP:0001252	Hypotonia	PROMOT:1000001	found in			CMS Scoping review
HP:0001319	Neonatal hypotonia	PROMOT:1000001	found in			CMS Scoping review
HP:0001324	Muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0000467	Neck muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0030319	Weakness of facial musculature	PROMOT:1000001	found in			CMS Scoping review
HP:0000597	Ophthalmoparesis	PROMOT:1000001	found in			CMS Scoping review
HP:0007715	Weak extraocular muscles	PROMOT:1000001	found in			CMS Scoping review
HP:0003327	Axial muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0004878	Intercostal muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0009023	Abdominal wall muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0003722	Neck flexor weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0003690	Limb muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0009053	Distal lower limb muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0008959	Distal upper limb muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0007340	Lower limb muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0003484	Upper limb muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0003325	Limb-girdle muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0003701	Proximal muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0002460	Distal muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0009028	Generalized weakness of limb muscles	PROMOT:1000001	found in			CMS Scoping review
HP:0011727	Peroneal muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0030237	Hand muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0009063	Progressive distal muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0009073	Progressive proximal muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0008963	Tibialis muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0003427	Thenar muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0008994	Proximal muscle weakness in lower limbs	PROMOT:1000001	found in			CMS Scoping review
HP:0003749	Pelvic girdle muscle weakness / Hip girdle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0003392	First dorsal interossei muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0003731	Quadriceps muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0003694	Late-onset proximal muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0003810	Late-onset distal muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0008997	Proximal muscle weakness in upper limbs	PROMOT:1000001	found in			CMS Scoping review
HP:0003547	Shoulder girdle muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0009005	Weakness of the intrinsic hand muscles	PROMOT:1000001	found in			CMS Scoping review
HP:0033416	Hip adductor weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0012515	Hip flexor weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0009027	Foot dorsiflexor weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0031108	Triceps weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0031374	Ankle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0031177	Finger flexor weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0009077	Weakness of long finger extensor muscles	PROMOT:1000001	found in			CMS Scoping review
HP:0000602	Ophthalmoplegia	PROMOT:1000001	found in			CMS Scoping review
HP:0000544	External ophthalmoplegia	PROMOT:1000001	found in			CMS Scoping review
HP:0000496	Abnormality of eye movement	PROMOT:1000001	found in			CMS Scoping review
HP:0007941	Limited extraocular movements	PROMOT:1000001	found in			CMS Scoping review
HP:0012531	Pain	PROMOT:1000001	found in			CMS Scoping review
HP:0003326	Myalgia	PROMOT:1000001	found in			CMS Scoping review
HP:0003394	Muscle spasm	PROMOT:1000001	found in			CMS Scoping review
HP:0000508	Ptosis	PROMOT:1000001	found in			CMS Scoping review
HP:0007695	Abnormal pupillary light reflex	PROMOT:1000001	found in			CMS Scoping review
HP:0030211	Slow pupillary light response	PROMOT:1000001	found in			CMS Scoping review
HP:0001558	Decreased fetal movement	PROMOT:1000001	found in			CMS Scoping review
HP:0001315	Reduced tendon reflexes 	PROMOT:1000001	found in			CMS Scoping review
HP:0031826	Abnormal reflex	PROMOT:1000001	found in			CMS Scoping review
HP:0001284	Areflexia	PROMOT:1000001	found in			CMS Scoping review
HP:0001265	Hyporeflexia	PROMOT:1000001	found in			CMS Scoping review
HP:0002600	Hyporeflexia of lower limbs	PROMOT:1000001	found in			CMS Scoping review
HP:0002522	Areflexia of lower limbs	PROMOT:1000001	found in			CMS Scoping review
HP:0002098	Respiratory distress	PROMOT:1000001	found in			CMS Scoping review
HP:0002104	Apnea	PROMOT:1000001	found in			CMS Scoping review
HP:0002878	Respiratory failure	PROMOT:1000001	found in			CMS Scoping review
HP:0004887	Respiratory failure requiring assisted ventilation	PROMOT:1000001	found in			CMS Scoping review
HP:0002643	Neonatal respiratory distress	PROMOT:1000001	found in			CMS Scoping review
HP:0005949	Apneic episodes in infancy	PROMOT:1000001	found in			CMS Scoping review
HP:0004889	Intermittent episodes of respiratory insufficiency due to muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0004347	Weakness of muscles of respiration	PROMOT:1000001	found in			CMS Scoping review
HP:0004885	Episodic respiratory distress	PROMOT:1000001	found in			CMS Scoping review
HP:0002747	Respiratory insufficiency due to muscle weakness	PROMOT:1000001	found in			CMS Scoping review
HP:0002093	Respiratory insufficiency	PROMOT:1000001	found in			CMS Scoping review
HP:0032341	Reduced forced vital capacity	PROMOT:1000001	found in			CMS Scoping review
HP:0002650	Scoliosis	PROMOT:1000001	found in			CMS Scoping review
HP:0002751	Kyphoscoliosis	PROMOT:1000001	found in			CMS Scoping review
HP:0030006	Single fiber EMG abnormality	PROMOT:1000001	found in			CMS Scoping review
HP:0030205	Increased jitter at single fiber EMG	PROMOT:1000001	found in			CMS Scoping review
HP:0008180	Mildly elevated creatine kinase	PROMOT:1000001	found in			CMS Scoping review
HP:0003236	Elevated circulating creatine kinase concentration	PROMOT:1000001	found in			CMS Scoping review
HP:0040081	Abnormal circulating creatine kinase concentration	PROMOT:1000001	found in			CMS Scoping review
HP:0030202	Favorable response of weakness to acetylcholine esterase inhibitors	PROMOT:1000001	found in			CMS Scoping review
HP:0030203	Unfavorable response of muscle weakness to acetylcholine esterase inhibitors	PROMOT:1000001	found in			CMS Scoping review
HP:0003722	Neck flexor weakness	PROMOT:1000001	found in			CMS HPO DB associations
HP:0001270	Motor delay	PROMOT:1000001	found in			CMS HPO DB associations
HP:0001252	Hypotonia	PROMOT:1000001	found in			CMS HPO DB associations
HP:0008872	Feeding difficulties in infancy	PROMOT:1000001	found in			CMS HPO DB associations
HP:0001324	Muscle weakness	PROMOT:1000001	found in			CMS HPO DB associations
HP:0002650	Scoliosis	PROMOT:1000001	found in			CMS HPO DB associations
HP:0001319	Neonatal hypotonia	PROMOT:1000001	found in			CMS HPO DB associations
HP:0001315	Reduced tendon reflexes	PROMOT:1000001	found in			CMS HPO DB associations
HP:0031108	Triceps weakness	PROMOT:1000001	found in			CMS HPO DB associations
HP:0002747	Respiratory insufficiency due to muscle weakness	PROMOT:1000001	found in			CMS HPO DB associations
HP:0002033	Poor suck	PROMOT:1000001	found in			CMS HPO DB associations
HP:0002015	Dysphagia	PROMOT:1000001	found in			CMS HPO DB associations
HP:0002098	Respiratory distress	PROMOT:1000001	found in			CMS HPO DB associations
HP:0002093	Respiratory insufficiency	PROMOT:1000001	found in			CMS HPO DB associations
HP:0003394	Muscle spasm	PROMOT:1000001	found in			CMS HPO DB associations
HP:0003391	Gowers sign	PROMOT:1000001	found in			CMS HPO DB associations
HP:0003473	Fatigable weakness	PROMOT:1000001	found in			CMS HPO DB associations
HP:0003484	Upper limb muscle weakness	PROMOT:1000001	found in			CMS HPO DB associations
HP:0003458	EMG: myopathic abnormalities	PROMOT:1000001	found in			CMS HPO DB associations
HP:0003403	EMG: decremental response of compound muscle action potential to repetitive nerve stimulation	PROMOT:1000001	found in			CMS HPO DB associations
HP:0003547	Shoulder girdle muscle weakness	PROMOT:1000001	found in			CMS HPO DB associations
HP:0011968	Feeding difficulties	PROMOT:1000001	found in			CMS HPO DB associations
HP:0003690	Limb muscle weakness	PROMOT:1000001	found in			CMS HPO DB associations
HP:0009077	Weakness of long finger extensor muscles	PROMOT:1000001	found in			CMS HPO DB associations
HP:0000651	Diplopia	PROMOT:1000001	found in			CMS HPO DB associations
HP:0000602	Ophthalmoplegia	PROMOT:1000001	found in			CMS HPO DB associations
HP:0009005	Weakness of the intrinsic hand muscles	PROMOT:1000001	found in			CMS HPO DB associations
HP:0002804	Arthrogryposis multiplex congenita	PROMOT:1000001	found in			CMS HPO DB associations
HP:0002882	Sudden episodic apnea	PROMOT:1000001	found in			CMS HPO DB associations
HP:0002878	Respiratory failure	PROMOT:1000001	found in			CMS HPO DB associations
HP:0000218	High palate	PROMOT:1000001	found in			CMS HPO DB associations
HP:0001558	Decreased fetal movement	PROMOT:1000001	found in			CMS HPO DB associations
HP:0031374	Ankle weakness	PROMOT:1000001	found in			CMS HPO DB associations
HP:0030197	Fatigable weakness of skeletal muscles	PROMOT:1000001	found in			CMS HPO DB associations
HP:0030196	Fatigable weakness of respiratory muscles	PROMOT:1000001	found in			CMS HPO DB associations
HP:0001612	Weak cry	PROMOT:1000001	found in			CMS HPO DB associations
HP:0030199	Fatigable weakness of neck muscles	PROMOT:1000001	found in			CMS HPO DB associations
HP:0030319	Weakness of facial musculature	PROMOT:1000001	found in			CMS HPO DB associations
HP:0000496	Abnormality of eye movement	PROMOT:1000001	found in			CMS HPO DB associations
HP:0000467	Neck muscle weakness	PROMOT:1000001	found in			CMS HPO DB associations
HP:0000508	Ptosis	PROMOT:1000001	found in			CMS HPO DB associations
HP:0000597	Ophthalmoparesis	PROMOT:1000001	found in			CMS HPO DB associations
HP:0012515	Hip flexor weakness	PROMOT:1000001	found in			CMS HPO DB associations
HP:0002460	Distal muscle weakness	PROMOT:1000001	found in			CMS HPO DB associations
