ID	Label EN	Annotation	TYPE	Parent Class
ID	A rdfs:label	A PROMOT:1000001 SPLIT=|	TYPE	SC % SPLIT=|
HP:0004347	Weakness of muscles of respiration			(PROMOT:2000005 some http://id.who.int/icd/entity/446199613)|(PROMOT:2000005 some http://id.who.int/icd/entity/1360101629)|(PROMOT:2000005 some http://id.who.int/icd/entity/1470583183)|(PROMOT:2000005 some http://id.who.int/icd/entity/1789365017)|(PROMOT:2000005 some http://id.who.int/icd/entity/744367503)
HP:0032341	Reduced forced vital capacity			(PROMOT:2000005 some http://id.who.int/icd/entity/446199613)|(PROMOT:2000005 some http://id.who.int/icd/entity/1360101629)
HP:0002104	Apnea			(PROMOT:2000005 some http://id.who.int/icd/entity/1470583183)|(PROMOT:2000005 some http://id.who.int/icd/entity/744367503)
HP:0002878	Respiratory failure			(PROMOT:2000005 some http://id.who.int/icd/entity/1470583183)|(PROMOT:2000005 some http://id.who.int/icd/entity/744367503)
HP:0004887	Respiratory failure requiring assisted ventilation			(PROMOT:2000005 some http://id.who.int/icd/entity/1470583183)|(PROMOT:2000005 some http://id.who.int/icd/entity/744367503)
HP:0002643	Neonatal respiratory distress			(PROMOT:2000005 some http://id.who.int/icd/entity/1470583183)|(PROMOT:2000005 some http://id.who.int/icd/entity/744367503)
HP:0005949	Apneic episodes in infancy			(PROMOT:2000005 some http://id.who.int/icd/entity/1470583183)|(PROMOT:2000005 some http://id.who.int/icd/entity/744367503)
HP:0004889	Intermittent episodes of respiratory insufficiency due to muscle weakness			(PROMOT:2000005 some http://id.who.int/icd/entity/1470583183)|(PROMOT:2000005 some http://id.who.int/icd/entity/744367503)
HP:0004885	Episodic respiratory distress			(PROMOT:2000005 some http://id.who.int/icd/entity/1470583183)|(PROMOT:2000005 some http://id.who.int/icd/entity/744367503)
HP:0012735	Cough 			(PROMOT:2000005 some http://id.who.int/icd/entity/1083127119)
HP:0011968	Feeding difficulties			(PROMOT:2000005 some http://id.who.int/icd/entity/2089171534)|(PROMOT:2000005 some http://id.who.int/icd/entity/1806589582)|(PROMOT:2000005 some http://id.who.int/icd/entity/1389818830)|(PROMOT:2000005 some http://id.who.int/icd/entity/1174312718)|(PROMOT:2000005 some http://id.who.int/icd/entity/539470158)|(PROMOT:2000005 some http://id.who.int/icd/entity/923782542)|(PROMOT:2000005 some http://id.who.int/icd/entity/1328675264)|(PROMOT:2000005 some http://id.who.int/icd/entity/553784299)
