ID,Label,Definition,Commentaire,Definition Source,See Also,Editor,Type,Parent Class,Disjoint Class,Domain,Range
ID,A rdfs:label,A IAO:0000115,A rdfs:comment,>A IAO:0000119,AI rdfs:seeAlso,A IAO:0000117,TYPE,SC % SPLIT=|,DC %,DOMAIN,RANGE
BIOLINK:affects,affects,,,,,,Object property,,,,
BIOLINK:affected_by,affected by,,,,,,Object property,,,,
WHOFIC:1993770860,Going up and down stairs’,,,,,,,(BIOLINK:affected_by some WHOFIC:1621488596),,,
WHOFIC:1621488596,Neuromusculoskeletal and movement-related functions’,,,,,,,(affects some WHOFIC:1993770860),,,
